Player,TWR,Number of Matches,Kills,Assists,KDA,KD,KAS,Knocks,Kills/Knocks,Damage Dealt,AR Damage,DMR Damage,SR Damage,Avg Damage Dealt,Damage Taken,Avg Damage Taken,Damage Taken (Zone),Damage Taken (Enemy),Damage Dealt/Damage Taken,Revives,Died 1st,Died 2nd,Died 3rd,Died 4th,Knocked,Revived,Headshot Kills,Longest Kill (m),Stolen Kills,Lost Kills,Grenades Picked,Grenades Dropped,Grenades Thrown,Grenades Damage,Molotovs Picked,Molotovs Dropped,Molotovs Thrown,Molotovs Damage,Smokes Picked,Smokes Dropped,Smokes Thrown,Flashes Picked,Flashes Dropped,Flashes Thrown,Swimming Distance (km),Walk Distance (km),Ride Distance (km),Time Survived,Avg Time Survived,Heals,Health Recovered,Boosts,Vehicle Destroys
ykii_-,53,7,5,2,1,0.7,0.6,7,0.7,1026.7,603.3,146.8,0,146.7,1392.2,198.9,294.5,1046.8,1,0,4,1,1,1,8,2,0,202.6,0,1,6,0,3,124.9,2,0,0,0,11,0,5,6,0,4,0,7.8,12.9,1:03:21,0:09:03,14,672.2,14,0
DeleALI-,53,6,4,0,0.7,0.7,0.5,7,0.6,1081.1,388.6,630.8,61.8,180.2,1500.2,250,102.6,1397.6,0.8,2,0,3,2,1,7,1,0,284.5,0,0,13,0,6,0,1,0,0,0,13,0,3,8,0,0,0,7.9,11.2,1:07:30,0:11:15,14,790.2,18,0
BAKE001,51,7,6,0,0.9,0.9,0.6,8,0.8,904.4,200,475.8,0,129.2,1675.5,239.4,523.5,1104.1,0.8,0,3,1,3,0,9,0,1,122.4,0,0,15,0,5,39.8,5,0,2,0,18,0,2,8,1,0,0,12.3,11.1,1:30:40,0:12:57,15,775.5,19,0
MarSiKs_x_GaD,51,7,3,3,0.9,0.4,0.6,3,1,1054.5,671.6,275.5,21.4,150.6,1516.7,216.7,148,1350.6,0.8,2,1,3,1,2,7,2,1,60.3,0,0,12,0,5,4.6,5,0,4,0,18,0,5,8,0,2,0,8.7,11.7,1:07:38,0:09:39,20,796.7,16,0
BerlinGermany,51,7,4,2,0.9,0.6,0.6,4,1,962,435,213.7,224.8,137.4,1672,238.9,364.4,1258.9,0.8,4,0,2,4,1,7,1,2,175.4,1,0,11,0,8,88.5,3,0,0,0,26,0,7,4,1,2,0,18.2,34.8,2:18:04,0:19:43,18,962,28,0
AiDoha-_,51,7,5,1,0.9,0.7,0.6,6,0.8,908.5,568,188.4,0,129.8,1734.9,247.8,577.2,1088.6,0.8,2,4,2,0,1,8,2,1,60.7,0,1,27,8,11,42.1,5,0,3,0,43,13,14,16,3,5,0,13.6,42.6,1:58:03,0:16:51,23,1014.9,51,1
012KZ,51,6,2,2,0.7,0.3,0.5,3,0.7,1043.4,484.3,462.8,0,173.9,1802.1,300.3,159,1543.1,0.7,4,1,1,3,1,9,4,0,75.9,0,1,15,0,11,35.1,1,0,0,0,23,2,9,16,0,12,0,11.1,17.2,1:28:48,0:14:48,18,1162.1,21,0
K0KESHKA,51,7,4,3,1,0.6,0.7,4,1,657.2,380.9,128.2,148.1,93.9,2162,308.9,581.2,1518,0.4,1,3,2,1,1,12,4,2,669.2,0,0,13,1,5,0,3,0,2,0,22,5,7,16,2,8,0,18.2,31.1,2:08:17,0:18:19,28,1319.7,43,0
XOPO111uu,50,7,3,2,0.8,0.5,0.4,8,0.4,1130.4,121.7,639.8,0,161.5,1679.2,239.9,277.5,1179.2,1,3,0,1,2,3,5,1,1,299.4,0,1,13,2,4,0,4,0,1,0,11,0,5,6,0,2,0,15.3,19.6,1:44:02,0:14:51,18,969.2,19,2
F0rev3r17_,49,7,4,4,1.1,0.6,0.6,5,0.8,736.7,332.9,304,0,105.2,1982.9,283.3,727,1237.3,0.6,0,0,5,2,0,9,2,0,174.3,0,1,26,4,8,99.8,6,2,1,0,34,4,12,17,4,3,0,15.7,46.8,2:07:18,0:18:11,30,1262.7,42,0
veziri_agzam,49,7,7,2,1.3,1,0.3,5,1.4,998.3,706.2,121.1,0,142.6,3836.6,548.1,2942.8,866.2,1.2,1,0,2,2,3,5,1,0,109,0,0,23,0,9,70.9,5,0,0,0,15,2,2,19,7,2,0.1,20,29.5,2:22:03,0:20:17,75,3126.6,41,0
StateLy-_,49,6,5,2,1.2,0.8,0.3,6,0.8,874.6,572.6,216.1,0,145.8,1428,238,314.2,1061.5,0.8,1,0,3,1,1,7,2,2,114.8,0,1,10,0,5,0,1,0,0,0,19,0,5,10,0,3,0,10.8,13.2,1:20:51,0:13:28,10,708,22,0
1nsane1v4,48,6,2,2,0.7,0.3,0.5,6,0.3,873.5,548.7,189,100,145.6,1350.5,225.1,237.5,1094.2,0.8,4,1,2,2,0,7,1,1,77.4,0,1,12,1,4,10,2,0,0,0,27,3,2,7,1,0,0,11.5,8.3,1:17:00,0:12:50,9,640.5,13,0
NURS_220,48,7,2,3,0.7,0.3,0.6,5,0.4,888.9,375.4,347.3,36.9,127,1614.5,230.6,179,1427.7,0.6,1,1,0,4,1,12,6,2,92.7,0,1,12,1,6,79.3,2,0,1,0,20,1,3,7,0,1,0,11.6,17.6,1:34:38,0:13:31,15,754.5,17,0
app1eHZ,47,7,2,1,0.4,0.3,0.4,6,0.3,1125.7,490.8,207.3,223.3,160.8,1524.2,217.7,0,1383.8,0.8,2,1,0,4,2,8,2,1,48.6,0,0,19,3,9,204.3,1,0,0,0,15,0,10,9,0,1,0.6,9.7,21.9,1:28:48,0:12:41,16,804.2,20,0
ShanQhai,47,7,3,1,0.6,0.4,0.4,4,0.8,1009,332.7,676.3,0,144.1,1721.7,246,210.1,1507.5,0.7,2,2,2,0,3,5,2,1,403.6,0,0,24,2,11,0,7,0,1,0,30,0,15,9,0,0,0,13.7,21.1,1:43:34,0:14:47,20,1001.7,33,0
zhakekoke,46,7,3,2,0.7,0.4,0.6,3,1,679.8,437.1,76.5,0,97.1,2532.1,361.7,1164.7,1350.7,0.5,2,1,0,3,3,8,4,2,72.8,0,1,22,3,14,99.2,4,0,1,0,45,16,13,17,3,6,0,13.9,45.8,2:11:55,0:18:50,34,1790.7,57,0
Saitama_x777,44,7,1,3,0.6,0.1,0.6,6,0.2,623.3,326.4,167.4,0,89,2225.8,318,1379,843.4,0.7,0,0,3,3,1,10,2,1,1.3,0,1,13,2,5,29.6,1,0,0,0,18,7,0,7,0,0,0,13.2,16.5,1:37:57,0:13:59,38,1305.8,27,0
Alish1,44,7,4,3,1,0.6,0.4,3,1.3,521.1,482.8,38.3,0,74.4,2250.9,321.6,1050.5,1195.2,0.4,6,2,1,2,2,6,1,2,113.5,0,1,14,6,0,0,8,0,0,0,31,0,12,10,0,1,0.4,13.9,31.6,2:07:22,0:18:11,53,1533.3,40,0
4ernyi_GENERAL,42,7,3,0,0.4,0.4,0.4,3,1,659.4,157.3,235.4,42.2,94.2,1752.9,250.4,783.9,875,0.8,6,2,0,2,3,6,2,0,169.5,1,1,24,4,14,224.6,3,1,0,0,36,12,12,17,0,1,0,12.9,44.7,2:07:53,0:18:16,22,1031.2,45,3
JAKARMASH,42,7,1,3,0.6,0.1,0.6,2,0.5,422.4,170.8,158.7,0,60.3,1091.2,155.9,90.7,1000.4,0.4,2,2,3,1,1,6,0,0,7.6,0,0,8,0,4,84.9,1,0,0,0,13,0,6,7,0,1,0,8.2,9.2,1:01:16,0:08:45,7,391.2,9,0
T0MMY_SHELBY,41,7,4,1,0.7,0.6,0.3,5,0.8,620.5,570.7,49.8,0,88.6,934.7,133.5,0,923.5,0.7,4,3,1,1,2,6,1,1,36.8,1,1,12,0,6,0,3,0,1,0,25,4,3,9,0,5,0,8.8,12.5,1:15:43,0:10:49,3,224.7,4,0
YAKUDZAAA-,39,7,1,1,0.3,0.1,0.3,2,0.5,744,310.7,355.4,77.9,106.3,1462.4,208.9,8.2,1433,0.5,1,2,0,4,1,7,2,1,177,0,0,9,0,3,0,3,0,0,0,19,2,5,7,1,0,0,12.5,15.5,1:30:56,0:12:59,22,742,21,0
nnnur1k,38,7,1,3,0.7,0.2,0.1,3,0.3,732,252.9,148.4,155.3,104.6,1247.2,178.2,189,1029.9,0.7,1,2,2,1,1,7,2,0,35.3,0,1,12,0,0,0,2,1,0,0,29,7,1,5,2,2,0,14.3,16.9,1:37:09,0:13:52,12,616.2,31,0
Takeshi--,37,3,2,1,1,0.7,1,4,0.5,777.3,566.2,72.7,0,259.1,1034.3,344.8,0,1034.3,0.8,2,0,0,1,1,3,1,1,73.5,0,1,8,0,4,0,1,0,0,0,5,0,5,8,0,0,0,4.7,8.7,0:44:16,0:14:45,13,624.3,13,0
B1GGEST-,35,7,1,1,0.3,0.1,0.1,3,0.3,639.7,181,205.2,0,91.4,853.4,121.9,11,740.5,0.9,2,2,4,0,1,7,1,0,59.9,0,0,12,0,6,120.8,1,0,0,0,16,0,4,9,0,1,0,9.8,12,1:13:18,0:10:28,2,143.4,3,0
YEGIZSKY,32,7,0,2,0.3,0,0.1,2,0,351.5,41.4,137.8,0,50.2,1556.4,222.3,401.3,1126.1,0.3,2,1,1,2,2,7,3,0,0,0,0,6,1,2,0,5,1,0,0,26,4,6,13,1,2,0,16.9,17,1:40:31,0:14:21,15,855,19,0
Ayoo_Kz,31,5,0,1,0.2,0,0.2,2,0,462.9,0,326,100,92.6,1515.1,303,448.6,1059.6,0.4,1,1,2,0,2,7,3,0,0,0,1,17,3,5,0,3,1,1,0,10,1,3,8,3,1,0,10.7,21.8,1:23:04,0:16:36,21,985.1,33,0
Brascevich_017,31,7,1,0,0.1,0.1,0.1,3,0.3,387.4,34.8,123,37.1,55.3,1245.8,178,0,1155.7,0.3,1,1,3,1,2,6,1,1,152.6,1,0,10,1,7,0,2,0,1,0,29,8,6,8,3,2,0.4,9.3,18.8,1:22:14,0:11:44,8,535.8,17,0
zGUCCIGANGz,24,5,0,0,0,0,0,0,0,281.8,103.2,178.6,0,56.4,629.1,125.8,0,572.1,0.5,0,2,2,1,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,12,2,0,6,0,1,0,4.7,10,0:42:47,0:08:33,0,29.1,2,0
ERUDITE_KZ,22,2,2,0,1,1,1,2,1,302,159.1,19.8,0,151,546.7,273.3,0,541.1,0.6,1,1,1,0,0,5,3,1,14.9,0,0,5,0,2,0,0,0,0,0,9,2,2,1,0,0,0,2.9,3.8,0:22:30,0:11:15,10,313.8,7,0
bnzr-,20,4,0,0,0,0,0,3,0,238.2,238.2,0,0,59.5,675.4,168.8,0,524.9,0.5,0,0,2,0,2,3,1,0,0,0,0,4,0,2,0,1,0,0,0,16,7,1,4,0,2,0,4.5,11.9,0:43:05,0:10:46,3,265.4,5,0
sympoEZ,20,2,1,0,0.5,0.5,0.5,1,1,459,199.8,259.2,0,229.5,537.8,268.9,89.5,448.2,1,1,0,0,0,2,2,2,0,29.4,0,0,3,0,0,0,2,0,1,0,6,0,2,1,0,0,0,2.8,12.8,0:28:34,0:14:17,4,317.8,7,0
Sunia-,17,2,1,0,0.5,0.5,0.5,3,0.3,295,195,100,0,147.5,392.9,196.4,0,375,0.8,0,1,0,0,1,3,0,0,241.5,1,0,5,0,1,0,2,0,1,0,11,2,0,6,1,1,0,3.4,4.2,0:27:07,0:13:33,2,92.9,8,0
Takeshi--,17,1,2,1,3,2,1,2,1,319.7,100,219.7,0,319.7,83.1,83.1,0,83.1,3.8,0,0,0,0,0,0,0,0,202.4,0,0,3,0,1,0,0,0,0,0,6,1,4,0,0,0,0,3.6,2.9,0:28:03,0:28:03,0,83.1,10,0
Nemo-Nihil,11,1,1,0,1,1,1,1,1,120.8,0,23.3,0,120.8,211.7,211.7,0,211.7,0.6,1,0,0,1,0,1,0,0,34.4,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0.9,0.9,0:08:17,0:08:17,2,111.7,2,0
Adam-Kz,4,1,0,0,0,0,0,0,0,28,0,28,0,28,352.5,352.5,263.3,75.1,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1.9,6.8,0:17:07,0:17:07,7,252.5,5,0
ICantReflex,4,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.7,2.2,0:05:46,0:05:46,0,0,2,0
Aitzy,95,6,22,7,4.8,3.7,1,20,1.1,3645.3,2038.4,1333.9,0,607.5,1671.1,278.5,386.6,1249.4,2.9,3,1,0,1,4,6,2,8,275.8,1,1,22,0,13,273,6,0,0,0,39,5,17,7,0,1,0,15.7,44.6,2:15:47,0:22:37,30,1051.1,27,0
intenZ-,95,6,23,7,5,3.8,1,19,1.2,2740.2,1049.4,1255.6,199,456.7,2478,413,357.4,2068.7,1.3,2,1,3,0,0,11,2,7,182,3,0,21,0,10,224.7,8,0,3,0,37,3,10,13,0,2,0,16.2,33.8,2:04:26,0:20:44,25,1458,37,1
Herkii,89,6,13,5,3.6,2.6,1,16,0.8,1982.1,1022.2,126.2,587.2,330.4,1528.4,254.7,128.2,1305,1.5,3,0,2,1,2,4,1,4,184.7,0,2,20,0,15,202,7,4,1,0,32,3,11,6,1,2,0,15.4,28,2:14:46,0:22:27,20,1012.7,18,0
slimprebs,85,6,14,4,3,2.3,0.8,16,0.9,2575.3,1342,1172.5,0,429.2,1970.9,328.5,43.2,1852.6,1.4,6,0,2,2,2,7,3,5,128.5,1,1,13,1,11,29.7,7,0,5,0,30,1,17,11,1,0,0,16.4,30.3,2:18:17,0:23:02,22,1340.9,43,1
H4RR3-_-,84,6,10,11,3.5,1.7,1,8,1.3,2214.6,1436.5,577.6,0,369.1,2651.3,441.9,333.8,2305.6,1,4,0,1,3,1,12,6,2,54.1,0,0,25,2,19,200.4,5,1,0,0,43,4,26,12,0,7,0,18.1,34.4,2:20:49,0:23:28,35,1891.1,47,0
hpfl,84,6,10,6,2.7,1.7,1,8,1.3,2360.7,1350.1,1002.4,0,393.4,2534.4,422.4,530.5,1942.5,1.2,3,1,1,1,3,9,6,3,142.9,0,0,16,3,8,8.2,4,0,2,0,22,0,9,17,0,8,0,17.4,27.7,2:10:08,0:21:41,37,1873.2,39,1
HyperPP,84,6,14,2,2.7,2.3,0.8,9,1.6,2017.1,105.1,1265.7,0,336.2,1570.8,261.8,0,1568.7,1.3,0,3,0,1,2,6,2,2,193,4,1,11,0,5,0,4,0,2,0,26,5,14,9,6,0,0,12.7,35.1,2:00:03,0:20:00,25,928.8,15,3
seewyy,83,6,9,11,3.3,1.5,1,6,1.5,1834.7,958.6,574.5,0,305.8,2631.5,438.6,204.1,2401.6,0.8,4,0,3,1,1,8,3,3,239.2,0,1,24,0,19,133.7,9,1,3,48,29,2,19,16,0,4,0,17.4,34.2,2:18:55,0:23:09,39,1901.5,27,2
Xerath--,82,6,12,4,2.7,2,0.8,12,1,1871.7,268.4,632.3,131,311.9,1488.9,248.1,176,1304.4,1.4,0,2,1,1,2,6,2,4,80.1,0,1,13,0,7,0,1,0,0,0,28,4,3,6,0,0,0,12.9,21.9,1:47:30,0:17:55,19,868.9,12,0
lifefullofsorrow,80,5,11,2,3.3,2.8,0.6,9,1.2,1710.8,704.1,795.1,0,342.2,1101.9,220.4,227.8,874.1,2,1,2,0,2,0,5,1,1,203.6,0,0,19,1,7,211.7,4,1,0,0,25,0,15,18,1,5,0,11.8,21.6,1:29:27,0:17:53,12,690.9,19,1
Phon,79,6,10,5,3,2,0.7,9,1.1,2015.9,990,927.7,98.1,336,2324.2,387.4,694.9,1491.3,1.4,2,0,1,1,3,3,0,3,287.7,2,3,15,0,6,0,4,0,2,0,30,4,18,17,1,5,0,18.4,25.4,2:16:00,0:22:40,23,1724.2,35,2
SAMURAIIIIIIII67,78,6,7,7,2.8,1.4,0.8,8,0.9,1995.3,636.2,613.4,568.2,332.6,1186.9,197.8,0,1160.1,1.7,4,0,2,2,1,4,0,2,381.3,4,3,22,0,14,177.5,1,0,0,0,19,3,8,6,0,0,0,15.7,22.3,2:16:27,0:22:44,13,686.9,21,1
BRULLEd,77,6,7,6,2.6,1.4,0.8,6,1.2,1730.8,668.6,875.5,0,288.5,1877.1,312.9,356.1,1446.2,1.2,3,0,0,2,3,4,1,2,241.1,0,2,22,5,11,186.7,8,0,2,0,27,0,15,14,1,10,0,12.7,33.3,1:51:57,0:18:39,33,1367.1,23,1
Maxzen-,76,6,7,5,2,1.2,0.8,9,0.8,1977.1,1256.7,492.9,34.9,329.5,2038.8,339.8,31,1895.8,1,3,0,1,2,3,7,3,3,395.6,0,1,12,0,7,0,3,0,1,8,26,5,10,12,0,6,0,13.3,21.7,1:49:59,0:18:19,38,1308.8,21,0
feitanxzol,74,6,6,6,2,1,0.8,6,1,1687.9,261.6,1171.5,0,281.3,1723.4,287.2,504.8,1182.5,1.4,0,1,3,0,2,4,0,2,171.7,0,2,22,3,10,117.1,0,0,0,0,27,0,17,10,0,1,0,17.1,24,1:54:37,0:19:06,25,1123.4,33,1
TheSpectro,71,6,9,1,1.7,1.5,0.7,8,1.1,1645.2,783.5,860.6,0,274.2,1357.7,226.3,160.3,1197.4,1.4,2,2,2,0,1,6,1,4,568.9,1,1,16,0,4,0,2,0,0,0,19,0,8,6,0,1,0,14.5,18.7,1:50:04,0:18:20,19,646.6,25,2
0lsen-,71,6,5,3,1.3,0.8,0.8,6,0.8,1707.3,525.3,929.8,0,284.5,1450,241.7,25,1424.1,1.2,1,1,1,3,1,10,3,3,342.6,1,0,19,0,11,100.4,5,0,1,62,34,5,10,12,6,0,0,14.7,23,2:05:20,0:20:53,12,720,22,1
Snuskiduski,71,6,6,7,2.2,1,0.8,9,0.7,1441,554.2,625.3,0,240.2,1832.8,305.5,33,1799.8,0.8,4,2,1,0,3,7,2,2,81.6,0,1,19,0,12,130.7,8,1,4,0,52,15,25,27,6,6,0,14.1,25.2,2:05:25,0:20:54,16,1112.8,19,1
chxgtastico,69,6,7,3,1.7,1.2,0.8,6,1.2,1382.3,576.7,594,0,230.4,2286,381,628,1559.4,0.9,1,2,1,2,1,8,3,2,274.1,0,1,17,1,8,211.5,4,0,0,0,29,3,10,22,14,2,0,18.6,24.9,2:08:54,0:21:29,32,1656,29,1
Kirin-Ichiban,69,6,7,4,1.8,1.2,0.7,7,1,1560.7,405.6,960.5,0,260.1,1680.3,280,69.6,1593.3,1,1,1,1,2,1,6,1,1,247,2,1,14,1,9,94.6,0,0,0,0,28,1,12,11,3,1,0,16.1,27.8,2:15:50,0:22:38,22,970.3,37,1
niehku2k,69,6,6,5,1.8,1,0.8,7,0.9,1364.8,687.8,435.3,0,227.5,1750.7,291.8,160.4,1481.6,0.9,2,1,1,1,3,3,0,1,42.2,0,0,25,0,17,233.7,5,0,4,60,18,0,15,13,0,3,0,14,31.4,1:56:19,0:19:23,18,1150.7,20,0
aRIELAGRANDE,69,6,8,4,2,1.3,0.7,7,1.1,1435.2,848.4,503,0,239.2,1667.4,277.9,626.5,1001.5,1.4,2,2,3,0,1,7,2,2,172.1,1,0,18,1,7,73.9,3,0,1,0,14,0,7,9,1,3,0,13.7,30,1:58:54,0:19:49,19,1047.4,22,1
Tjolahoppsan,68,6,8,0,1.3,1.3,0.7,6,1.3,1573.9,780.1,473.8,0,262.3,2317.3,386.2,732.9,1528.7,1,0,1,0,3,2,7,3,3,54,1,0,24,4,16,0,3,0,1,0,25,0,14,14,8,1,0,15.1,35.1,2:10:11,0:21:41,37,1686.9,55,1
KockyMcBlockrson,67,6,5,2,1.2,0.8,0.8,6,0.8,1504.3,412.4,592.2,312.5,250.7,1707.2,284.5,204.2,1472.8,1,1,0,1,2,3,6,1,2,236.6,0,0,17,4,5,32.6,5,0,2,0,24,0,13,7,2,4,0,14,28.8,1:59:17,0:19:52,13,997,22,1
TacBlack,65,6,5,2,1.2,0.8,0.7,5,1,1570.5,304.1,457.7,474.7,261.7,1496.6,249.4,34.2,1442.9,1.1,1,1,1,1,3,5,1,1,340.9,1,0,17,2,8,277.9,1,0,0,0,18,5,6,11,3,0,0,18.3,25.8,2:03:39,0:20:36,12,886.6,22,1
FAENOTTO,64,6,7,3,1.7,1.2,0.8,6,1.2,1020.7,198.8,614.7,0,170.1,1923.3,320.6,413.4,1506.8,0.7,1,3,0,3,0,7,1,2,403.7,1,0,20,0,7,207.2,2,0,0,0,23,0,1,6,3,0,0.1,13.4,34.2,1:57:52,0:19:38,25,1312.7,29,0
iSpurveN,64,6,5,6,1.8,0.8,0.7,7,0.7,1291.7,368,148.7,775.1,215.3,1754.4,292.4,272.4,1457,0.9,2,1,1,3,1,8,3,1,440.4,0,0,1,0,1,0,0,0,0,0,20,0,9,8,1,2,0,13.3,27.3,2:02:43,0:20:27,25,1124.4,21,2
sexyshoutyy,63,6,6,2,1.3,1,0.7,9,0.7,1318,825.8,318.4,0,219.7,1525.3,254.2,180.6,1282.9,1,2,3,3,0,0,7,1,2,276,0,0,19,0,10,173.8,3,1,0,0,23,1,8,7,1,3,0,13.7,23.8,1:39:59,0:16:39,21,852.9,23,0
BunnyEskim0,63,6,9,0,1.8,1.8,0.5,8,1.1,1237.3,639.2,554.4,0,206.2,1107.3,184.6,35.6,1032.5,1.2,3,2,1,0,2,3,0,6,160.7,1,0,14,1,8,43.7,4,0,0,0,27,5,7,6,2,0,0,13.9,24.4,1:47:37,0:17:56,9,582.3,18,0
Perinho,63,6,6,1,1.2,1,0.7,6,1,1338.9,686.3,626.5,0,223.1,2045.3,340.9,278.5,1688.2,0.8,2,1,3,0,2,4,0,0,78.7,0,0,14,0,3,26,3,0,1,0,15,1,3,10,2,3,0,11,37,1:49:16,0:18:12,39,1445.3,20,0
PatZer,62,6,7,1,1.3,1.2,0.7,6,1.2,1197.7,62,100,615.1,199.6,1347.3,224.5,232,1109.4,1.1,3,2,1,1,1,7,0,2,73,1,0,8,0,2,24.2,0,0,0,0,16,0,3,7,1,1,0,12.4,35.7,1:41:19,0:16:53,12,647.3,23,0
Vebis,61,6,8,1,1.8,1.6,0.7,5,1.6,929.4,455.2,318.1,0,154.9,1109.4,184.9,54,1044.6,0.9,2,0,2,2,1,5,1,1,344.2,0,0,15,0,6,119.2,4,0,1,0,23,0,13,21,0,2,0,16.9,25.4,2:14:04,0:22:20,8,562.4,13,1
Xerox--,61,6,5,4,1.8,1,0.5,4,1.3,1301.5,1232.7,0,0,216.9,1126.7,187.8,0,1126.7,1.2,1,2,1,1,1,8,3,1,232,0,0,16,0,2,0,4,1,0,0,13,0,0,15,0,1,0,9.9,25.2,1:28:20,0:14:43,9,470.9,9,0
Mekkis,60,6,7,2,1.5,1.2,0.5,8,0.9,1241,509.3,403.6,0,206.8,1998.6,333.1,516.5,1460.7,0.8,3,0,3,2,1,7,2,1,96.6,0,0,24,6,6,56.9,3,0,1,0,21,5,6,12,6,0,0,12.8,23,1:51:55,0:18:39,23,1378.6,27,0
DIXIENORMOUZZ,58,6,3,2,0.8,0.5,0.7,7,0.4,1253.8,168,736.4,246.7,209,1264,210.7,401.2,859.1,1.5,0,1,3,2,0,5,0,2,207.5,0,1,16,1,5,32.7,1,0,1,70,20,2,2,3,1,0,0,16.6,17.5,1:59:47,0:19:57,17,664,14,0
glAmund,58,6,4,2,1,0.7,0.5,5,0.8,1363.1,528.1,656.7,0,227.2,1609.4,268.2,8,1550.2,0.9,2,2,0,3,1,9,1,0,118.9,0,1,25,4,10,178.3,1,0,0,0,32,0,11,14,0,5,0,12,22,1:40:08,0:16:41,12,799.4,14,2
H4elz,58,6,7,1,1.3,1.2,0.5,8,0.9,1093.9,387,522.3,0,182.3,2168.3,361.4,922.5,1246.3,0.9,1,0,0,3,3,6,3,0,162.7,1,1,13,3,2,95.6,5,0,1,0,21,0,10,8,0,3,0,13.7,39.5,2:03:44,0:20:37,27,1538.3,23,0
idkasderfjhasdf,57,6,4,3,1.2,0.7,0.7,4,1,1012.8,516.2,394.6,0,168.8,1541.1,256.8,136,1396.8,0.7,0,0,2,3,1,8,3,2,80.2,1,0,11,0,5,0,3,0,2,70,17,0,3,5,0,1,0,14.2,23.4,1:45:27,0:17:34,18,811.1,27,0
Fluffybunny--,56,6,6,1,1.2,1,0.7,6,1,864.5,297.8,261.9,0,144.1,1539.3,256.6,314.4,1217.2,0.7,1,0,2,2,2,8,2,0,175.3,1,0,15,0,4,23.8,3,0,1,0,19,1,10,6,0,2,0,13.9,22.6,1:47:00,0:17:50,12,719.3,27,2
Flying1FPS,54,6,3,3,1,0.5,0.3,6,0.5,1401.3,353.4,776.4,163.9,233.5,1238.9,206.5,203.5,1018,1.4,1,1,0,5,0,7,1,2,100.7,0,1,14,0,6,107.5,1,1,0,0,24,1,14,9,0,3,0,17.3,22,1:58:22,0:19:43,17,627.5,15,0
AxX1,54,6,6,4,1.7,1,0.5,5,1.2,782,294.3,383.4,0,130.3,1665.5,277.6,0,1657.8,0.5,1,2,4,0,0,9,2,2,222.8,1,0,17,2,8,104.3,3,0,0,0,20,2,2,7,1,2,0,8.6,24.2,1:20:59,0:13:29,24,945.5,18,0
Gardintrappa,54,6,3,5,1.6,0.6,0.3,2,1.5,1166.8,346.5,577.4,0,194.5,1153.4,192.2,20,1091,1.1,0,1,1,2,1,5,1,0,177.9,0,1,20,0,12,243,5,0,0,0,21,1,12,15,3,1,0,15.2,23.5,1:47:44,0:17:57,13,641.2,27,0
L3nnyDaBoi,54,6,1,2,0.5,0.2,0.3,6,0.2,1595.7,222.6,1101.2,137.5,266,1537.7,256.3,75.2,1429.3,1.1,1,2,1,3,0,7,1,1,38,0,0,15,0,3,75,3,0,1,0,32,0,7,11,0,3,0.3,16.4,22.8,2:02:43,0:20:27,15,927.7,22,0
ZkoglandDdDd,53,6,4,2,1,0.7,0.3,4,1,1256.8,612.6,545.3,0,209.5,1483.1,247.2,213.3,1248.2,1,2,1,1,1,2,7,3,1,411.3,0,0,17,0,8,88.9,4,1,1,0,13,0,3,5,4,0,0,12.5,35.9,1:54:54,0:19:09,18,753.1,19,1
BaboonDeScorpia,52,6,4,0,0.8,0.8,0.5,4,1,983.2,134.6,603.8,0,163.9,1161.9,193.6,18,1140.9,0.9,2,0,2,2,1,6,2,1,76,0,0,13,0,9,147.8,4,0,1,0,20,4,4,6,1,1,0,13.6,21.4,1:46:51,0:17:48,15,635.7,17,0
NRETX,52,5,1,4,1,0.2,0.4,2,0.5,1011.2,362.5,399.4,109.2,202.2,1252.5,250.5,48,1199.7,0.8,0,0,1,0,4,1,0,1,9.2,0,1,11,0,8,0,1,1,0,0,21,0,8,3,0,1,0,13.3,14.7,1:43:41,0:20:44,15,752.5,17,1
N8IW,50,6,4,0,0.7,0.7,0.5,3,1.3,911.2,460.1,451.1,0,151.9,1573.8,262.3,195,1319.7,0.7,1,0,0,4,2,5,1,1,50.7,0,0,11,0,8,0,2,0,0,0,20,0,16,10,1,2,0,12.7,29.3,1:58:37,0:19:46,24,963.8,20,1
Cyrex_-,49,6,3,4,1.2,0.5,0.5,4,0.8,748.7,364.9,0,367.1,124.8,964.9,160.8,6.6,945.8,0.8,0,2,3,0,1,7,0,1,164.2,0,0,10,1,4,16.6,4,1,0,0,9,0,1,4,0,0,0,9.8,31.3,1:18:58,0:13:09,7,264.9,9,0
BunnyJonBoy,49,6,0,4,0.8,0,0.5,2,0,902.2,235,429.6,216.6,150.4,1180.6,196.8,0,1160.7,0.8,1,1,2,2,0,6,1,0,0,0,0,10,2,2,0,0,0,0,0,19,2,2,5,0,0,0,16.5,20.9,1:48:52,0:18:08,15,670.6,18,0
